City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
270,Salinopolis,BR,-0.6136,-47.3561,298.85,86,12,4.39,few clouds,2022-09-14 01:11:15
271,Champerico,GT,14.3,-91.9167,299.71,83,100,3.04,overcast clouds,2022-09-14 01:11:16
272,Marsabit,KE,2.3284,37.9899,289.32,72,100,6.96,overcast clouds,2022-09-14 01:11:16
273,Pangai,TO,-19.8,-174.35,298.26,80,21,5.95,few clouds,2022-09-14 01:11:17
274,Yulara,AU,-25.2406,130.9889,298.57,30,18,6.83,few clouds,2022-09-14 01:11:17
275,Bima,ID,-8.4667,118.7167,303.34,59,33,2.95,scattered clouds,2022-09-14 01:10:42
276,Buala,SB,-8.145,159.5921,303.12,65,100,2.79,light rain,2022-09-14 01:11:18
277,Dunedin,NZ,-45.8742,170.5036,282.48,66,54,3.13,broken clouds,2022-09-14 01:11:19
278,Alofi,NU,-19.0595,-169.9187,302.09,58,75,5.66,broken clouds,2022-09-14 01:11:19
279,Casma,CL,-41.0082,-73.1244,284.93,79,100,1.66,overcast clouds,2022-09-14 01:11:20
280,Waipawa,NZ,-41.4122,175.5153,278.67,87,100,5.58,overcast clouds,2022-09-14 01:11:20
281,Fort Nelson,CA,58.8053,-122.7002,292.67,37,0,0.58,clear sky,2022-09-14 01:11:21
282,Dukat,RU,62.55,155.55,273.73,78,100,1.64,overcast clouds,2022-09-14 01:11:21
283,Chapais,CA,49.7834,-74.8492,288.03,97,100,1.61,overcast clouds,2022-09-14 01:11:22
